出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,飛行時間_分鐘,是否過夜,是否為平日,機型,機型分類,航班代碼,艙等,假期,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,筆數,平均價格_log,最低價格_log,價格變異_log,中位數價格_log,最低價格剩餘天數_log,Region,經濟指標,機場指標,competing_flights,預測最低價格_rf,預測最低價格_svr,預測最低價格_xgb,效能_rf,效能_svr,效能_xgb
2025-02-19,星期三,下午3:20,下午班機,TPE,晚上7:20,晚間抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787-10,1,BR 196,經濟艙,0,9719,9165,9821.0,55902.6,9684.75,57,90,9.18,9.12,10.93,9.19,4.06,日本,-0.84717,-1.180738,18,,,,,,
2025-02-19,星期三,下午3:20,下午班機,TPE,晚上7:20,晚間抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時,180,No,1,Boeing 787-10,1,BR 196,商務艙,0,25084,24892,24909.0,42635.1,24994.25,90,91,10.13,10.12,10.66,10.12,4.51,日本,-0.84717,-1.180738,18,23842.54017973906,24263.032196454187,23789.934,0.046078990978362676,0.029255440893237956,0.048183738509857264
2025-02-19,星期三,凌晨2:25,凌晨班機,TPE,清晨6:30,早晨抵達,NRT,樂桃航空,6,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Airbus A320,0,MM 620,經濟艙,0,7065,5230,6140.0,2458118.81,6310.0,64,78,8.86,8.56,14.71,8.72,4.17,日本,-0.84717,-1.180738,1,,,,,,
2025-02-19,星期三,上午8:30,早晨班機,TPE,中午12:30,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 800,經濟艙,0,11501,10764,10957.0,785065.85,10854.25,62,90,9.35,9.28,13.57,9.3,4.14,日本,-0.84717,-1.180738,7,10017.032248380023,9998.692227950129,9858.278,0.07713271314185477,0.0788223757560284,0.09175868251491351
2025-02-19,星期三,上午8:30,早晨班機,TPE,中午12:30,下午抵達,NRT,星宇航空,5,直達航班。,Non-stop,3 小時,180,No,1,Airbus A350,1,JX 800,商務艙,0,25832,22011,24967.0,11193481.64,26896.25,57,91,10.16,10.0,16.23,10.13,4.06,日本,-0.84717,-1.180738,7,,,,,,
2025-02-19,星期三,清晨6:40,早晨班機,TPE,上午10:45,上午抵達,NRT,酷航,4,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787,1,TR 898,經濟艙,0,6301,4799,5499.0,2240444.44,5499.0,91,90,8.75,8.48,14.62,8.61,4.52,日本,-0.84717,-1.180738,7,,,,,,
2025-02-19,星期三,上午8:50,早晨班機,TPE,中午12:55,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 198,經濟艙,0,9719,9165,9821.0,55902.6,9900.75,57,90,9.18,9.12,10.93,9.19,4.06,日本,-0.84717,-1.180738,7,9452.3751094199,9243.586952786738,9235.524,0.04528696215742245,0.06637507736416554,0.06718941352296544
2025-02-19,星期三,清晨7:55,早晨班機,TPE,中午12:00,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 184,經濟艙,0,9871,9261,9837.0,67925.39,9833.0,47,90,9.2,9.13,11.13,9.19,3.87,日本,-0.84717,-1.180738,7,9452.3751094199,9243.586952786738,9235.524,0.03870892815825286,0.05994234182988528,0.0607622888169938
2025-02-19,星期三,上午8:50,早晨班機,TPE,中午12:55,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 198,商務艙,0,25084,24892,24909.0,42635.1,25112.0,90,91,10.13,10.12,10.66,10.12,4.51,日本,-0.84717,-1.180738,7,24119.190446720473,23379.607675179028,24030.27,0.03953526414779893,0.06898663287754747,0.04307623720731125
2025-02-19,星期三,清晨7:55,早晨班機,TPE,中午12:00,下午抵達,NRT,長榮航空,1,直達航班。,Non-stop,3 小時 5 分鐘,185,No,1,Boeing 787-10,1,BR 184,商務艙,0,25084,24892,24909.0,42635.1,25098.25,90,91,10.13,10.12,10.66,10.12,4.51,日本,-0.84717,-1.180738,7,24119.190446720473,23379.607675179028,24030.27,0.03900907646069056,0.06847658003330799,0.04255198943153407
2025-02-19,星期三,上午9:35,上午班機,TPE,下午2:30,下午抵達,SIN,長榮航空,1,直達航班。,Non-stop,4 小時 55 分鐘,295,No,1,Boeing 777,1,BR 215,商務艙,0,20769,19226,19404.0,16170069.25,22787.0,57,85,9.94,9.86,16.6,9.87,4.06,新加坡,2.1585612,1.0416285,2,18434.932275230494,18127.663764490087,18435.314,0.19098906063850027,0.20447343816693345,0.19097228888730416
2025-02-19,星期三,上午9:35,上午班機,TPE,下午2:30,下午抵達,SIN,長榮航空,1,直達航班。,Non-stop,4 小時 55 分鐘,295,No,1,Boeing 777,1,BR 215,經濟艙,0,6236,5739,6186.0,168490.6,6431.5,12,90,8.74,8.66,12.03,8.73,2.56,新加坡,2.1585612,1.0416285,2,5753.323881090205,5557.7586476720835,5754.957,0.10544602641837754,0.1358534326872295,0.10519209651714219
2025-02-19,星期三,下午2:10,下午班機,TPE,下午6:55,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 877,商務艙,0,25033,19449,21755.0,21335035.71,25480.0,75,69,10.13,9.88,16.88,9.99,4.33,新加坡,2.1585612,1.0416285,5,,,,,,
2025-02-19,星期三,下午2:10,下午班機,TPE,下午6:55,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 877,經濟艙,0,8142,8136,8143.0,13.21,8140.25,90,88,9.0,9.0,2.65,9.01,4.51,新加坡,2.1585612,1.0416285,5,,,,,,
2025-02-19,星期三,下午5:35,下午班機,TPE,晚上10:20,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 879,商務艙,0,24544,19449,25650.0,13061146.32,23703.25,90,54,10.11,9.88,16.39,10.15,4.51,新加坡,2.1585612,1.0416285,5,,,,,,
2025-02-19,星期三,下午5:35,下午班機,TPE,晚上10:20,晚間抵達,SIN,新加坡航空,1,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,SQ 879,經濟艙,0,8142,8136,8143.0,13.21,8142.25,90,88,9.0,9.0,2.65,9.01,4.51,新加坡,2.1585612,1.0416285,5,,,,,,
2025-02-19,星期三,下午4:10,下午班機,TPE,晚上8:55,晚間抵達,SIN,酷航,4,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,TR 899,經濟艙,0,3522,2399,3298.0,281728.62,3698.0,33,91,8.17,7.78,12.55,8.1,3.53,新加坡,2.1585612,1.0416285,5,,,,,,
2025-02-19,星期三,凌晨12:20,凌晨班機,TPE,清晨5:05,凌晨抵達,SIN,酷航,4,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Airbus A321neo,0,TR 875,經濟艙,0,2677,2299,2588.0,57717.69,2943.0,70,91,7.89,7.74,10.96,7.86,4.26,新加坡,2.1585612,1.0416285,2,2398.4418020439584,2539.4634217936755,2397.206,0.1850350655644042,0.13711742378740216,0.1854549593314645
2025-02-19,星期三,凌晨1:30,凌晨班機,TPE,清晨6:15,早晨抵達,SIN,酷航,4,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Boeing 787,1,TR 897,經濟艙,0,2552,2299,2588.0,7456.76,2588.0,70,91,7.85,7.74,8.92,7.86,4.26,新加坡,2.1585612,1.0416285,2,,,,,,
2025-02-19,星期三,上午8:20,早晨班機,TPE,下午1:05,下午抵達,SIN,中華航空,2,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Airbus A350,1,CI 753,商務艙,0,18740,17623,19223.0,449509.04,19228.0,25,89,9.84,9.78,13.02,9.86,3.26,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,上午8:20,早晨班機,TPE,下午1:05,下午抵達,SIN,中華航空,2,直達航班。,Non-stop,4 小時 45 分鐘,285,No,1,Airbus A350,1,CI 753,經濟艙,0,5910,5552,5844.0,62421.52,5639.5,57,91,8.68,8.62,11.04,8.67,4.06,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,上午8:25,早晨班機,TPE,下午1:25,下午抵達,SIN,星宇航空,5,直達航班。,Non-stop,5 小時,300,No,1,Airbus A321neo,0,JX 771,商務艙,0,21485,21060,21064.0,1789849.91,21084.25,27,36,9.98,9.96,14.4,9.96,3.33,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,上午8:25,早晨班機,TPE,下午1:25,下午抵達,SIN,星宇航空,5,直達航班。,Non-stop,5 小時,300,No,1,Airbus A321neo,0,JX 771,經濟艙,0,5854,5330,5898.0,33269.39,5822.5,16,36,8.68,8.58,10.41,8.68,2.83,新加坡,2.1585612,1.0416285,8,5324.105525307982,5533.26936126105,5299.587,0.08559802055680857,0.04967464813034777,0.08980903150493774
2025-02-19,星期三,上午8:45,早晨班機,TPE,下午1:25,下午抵達,SIN,星宇航空,5,直達航班。,Non-stop,4 小時 40 分鐘,280,No,1,Airbus A321neo,0,JX 771,商務艙,0,23150,21055,23894.0,2134457.0,22967.25,90,53,10.05,9.95,14.57,10.08,4.51,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,上午8:45,早晨班機,TPE,下午1:25,下午抵達,SIN,星宇航空,5,直達航班。,Non-stop,4 小時 40 分鐘,280,No,1,Airbus A321neo,0,JX 771,經濟艙,0,5685,5278,5884.0,74773.02,5894.5,56,55,8.65,8.57,11.22,8.68,4.04,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,清晨7:25,早晨班機,TPE,中午12:05,下午抵達,SIN,長榮航空,1,直達航班。,Non-stop,4 小時 40 分鐘,280,No,1,Boeing 777,1,BR 225,商務艙,0,19477,19226,19402.0,544443.11,19363.25,57,89,9.88,9.86,13.21,9.87,4.06,新加坡,2.1585612,1.0416285,8,,,,,,
2025-02-19,星期三,清晨7:25,早晨班機,TPE,中午12:05,下午抵達,SIN,長榮航空,1,直達航班。,Non-stop,4 小時 40 分鐘,280,No,1,Boeing 777,1,BR 225,經濟艙,0,6090,5739,6131.0,27311.87,6231.25,12,90,8.71,8.66,10.22,8.72,2.56,新加坡,2.1585612,1.0416285,8,5767.534662502816,5218.006187709762,5771.2754,0.07441770712091218,0.16260683045781146,0.07381738966900703
2025-02-20,星期四,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,240,No,1,Airbus A350,1,CI 831,經濟艙,0,10334,5777,9040.0,18591358.46,11035.25,76,91,9.24,8.66,16.74,9.11,4.34,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,240,No,1,Airbus A350,1,CI 831,商務艙,0,21091,19586,21162.0,2594937.62,20816.0,26,91,9.96,9.88,14.77,9.96,3.3,泰國,-1.882734,0.4139873,6,19396.669356946877,20330.375269341104,19608.596,0.06818460045412773,0.023329397130039186,0.05800366529952921
2025-02-20,星期四,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Airbus A350,1,JX 741,經濟艙,0,9633,6258,9184.0,3758781.52,8688.0,49,91,9.17,8.74,15.14,9.13,3.91,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Airbus A350,1,JX 741,商務艙,0,23705,18469,20918.0,20868724.9,20919.75,59,91,10.07,9.82,16.85,9.95,4.09,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 777,1,BR 201,經濟艙,0,9176,5623,9010.0,3057489.92,8760.25,47,91,9.12,8.63,14.93,9.11,3.87,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 777,1,BR 201,商務艙,0,21411,21170,21362.0,365926.59,21265.75,56,91,9.97,9.96,12.81,9.97,4.04,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 777,1,TG 633,經濟艙,0,6109,5699,6129.0,104267.47,6107.0,3,91,8.72,8.65,11.55,8.72,1.39,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 777,1,TG 633,商務艙,0,16702,15359,16683.0,90041.45,16682.75,4,91,9.72,9.64,11.41,9.72,1.61,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Airbus A330,1,CI 835,經濟艙,0,10004,5271,10511.0,16587873.55,8108.5,70,90,9.21,8.57,16.62,9.26,4.26,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Airbus A330,1,CI 835,商務艙,0,20176,18429,19903.0,3074690.09,20163.5,26,91,9.91,9.82,14.94,9.9,3.3,泰國,-1.882734,0.4139873,6,18028.012805429495,17196.46914886401,17914.068,0.10590855727281996,0.147148602729486,0.11155958244476405
2025-02-20,星期四,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,240,No,1,Airbus A321neo,0,JX 745,經濟艙,0,6813,5377,6967.0,666246.31,7046.25,24,91,8.83,8.59,13.41,8.85,3.22,泰國,-1.882734,0.4139873,6,5130.221191690589,4868.313799868628,5085.493,0.27192177517252597,0.3090915309748266,0.27826955273194964
2025-02-20,星期四,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Airbus A321,0,VZ 567,經濟艙,0,4871,4641,4642.0,134932.34,4789.0,45,91,8.49,8.44,11.81,8.44,3.83,泰國,-1.882734,0.4139873,6,,,,,,
2025-02-20,星期四,清晨7:40,早晨班機,TPE,上午10:35,上午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Airbus A320,0,TG 637,經濟艙,0,6102,5699,6127.0,73849.31,6018.5,3,91,8.72,8.65,11.21,8.72,1.39,泰國,-1.882734,0.4139873,9,5799.593677796255,5485.2331803813595,5755.116,0.03637223929612774,0.08860460573542253,0.043762364220736066
2025-02-20,星期四,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,230,No,1,Airbus A330,1,CI 833,經濟艙,0,12423,6201,11612.0,21017793.33,11721.5,85,91,9.43,8.73,16.86,9.36,4.45,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,230,No,1,Airbus A330,1,CI 833,商務艙,0,20673,19586,21162.0,494345.0,20470.25,26,91,9.94,9.88,13.11,9.96,3.3,泰國,-1.882734,0.4139873,9,19121.34398410043,20129.563478067834,19145.45,0.06589592290761329,0.016643007385457737,0.06471834888435657
2025-02-20,星期四,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Boeing 777,1,BR 211,經濟艙,0,8789,5900,7938.0,3225738.76,9896.25,40,91,9.08,8.68,14.99,8.98,3.71,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,245,No,1,Boeing 777,1,BR 67,經濟艙,0,7981,6570,7784.0,1859541.73,6963.5,55,91,8.98,8.79,14.44,8.96,4.03,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Boeing 777,1,BR 75,經濟艙,0,9627,6593,7812.0,10907858.11,9502.25,48,91,9.17,8.79,16.2,8.96,3.89,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Boeing 777,1,BR 211,商務艙,0,23738,21170,21378.0,13302625.09,21295.25,55,91,10.07,9.96,16.4,9.97,4.03,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,245,No,1,Boeing 777,1,BR 67,商務艙,0,21319,21166,21361.0,6227.94,21288.0,58,91,9.97,9.96,8.74,9.97,4.08,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,250,No,1,Boeing 777,1,BR 75,商務艙,0,24164,21170,24860.0,11819197.25,24720.25,55,91,10.09,9.96,16.29,10.12,4.03,泰國,-1.882734,0.4139873,9,,,,,,
2025-02-20,星期四,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787,1,TG 635,經濟艙,0,6050,5693,6126.0,26723.46,6022.25,2,91,8.71,8.65,10.19,8.72,1.1,泰國,-1.882734,0.4139873,8,,,,,,
2025-02-20,星期四,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787,1,TG 635,商務艙,0,17632,16652,16683.0,3377887.69,16669.75,91,80,9.78,9.72,15.03,9.72,4.52,泰國,-1.882734,0.4139873,8,,,,,,
2025-02-20,星期四,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期五, 2月 21)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,245,No,1,Airbus A321neo,0,CI 837,經濟艙,0,6884,4931,5855.0,6199564.18,7559.0,59,91,8.84,8.5,15.64,8.68,4.09,泰國,-1.882734,0.4139873,8,4953.878168126987,5101.843202774575,4956.983,0.3446384219966945,0.32506373822270473,0.3442276875041341
2025-02-20,星期四,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期五, 2月 21)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,245,No,1,Airbus A321neo,0,CI 837,商務艙,0,19139,18140,19586.0,417850.72,19295.25,26,91,9.86,9.81,12.94,9.88,3.3,泰國,-1.882734,0.4139873,8,,,,,,
2025-02-20,星期四,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787-10,1,BR 205,經濟艙,0,5984,5499,5862.0,259822.34,5765.25,49,91,8.7,8.61,12.47,8.68,3.91,泰國,-1.882734,0.4139873,8,,,,,,
2025-02-20,星期四,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期五, 2月 21)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787-10,1,BR 61,經濟艙,0,5797,5499,5845.0,20563.58,5812.5,49,91,8.67,8.61,9.93,8.67,3.91,泰國,-1.882734,0.4139873,8,5487.370207774419,5187.437688109497,5432.439,0.05593630833988487,0.10753760204567797,0.06538684475806451
2025-02-20,星期四,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787-10,1,BR 205,商務艙,0,23022,21166,21366.0,10270055.17,21320.25,58,91,10.04,9.96,16.14,9.97,4.08,泰國,-1.882734,0.4139873,8,18310.511052101327,18391.66061198249,18311.328,0.14116808892478622,0.13736186902205696,0.14112976512939576
2025-02-20,星期四,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期五, 2月 21)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,235,No,1,Boeing 787-10,1,BR 61,商務艙,0,21319,21166,21361.0,6227.94,21271.25,58,91,9.97,9.96,8.74,9.97,4.08,泰國,-1.882734,0.4139873,8,,,,,,
2025-02-20,星期四,上午9:20,上午班機,TSA,中午12:45,下午抵達,GMP,中華航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 737,0,CI 260,經濟艙,0,8988,6879,7681.5,5269983.07,8641.5,58,90,9.1,8.84,15.48,8.95,4.08,韓國,-0.059982,-2.39234,2,7230.033092263487,7426.940372283007,7266.135,0.16333586851085036,0.14054963000833112,0.15915815939073077
2025-02-20,星期四,上午9:20,上午班機,TSA,中午12:45,下午抵達,GMP,中華航空,2,直達航班。,Non-stop,2 小時 25 分鐘,145,No,1,Boeing 737,0,CI 260,商務艙,0,19704,18481,20170.0,485048.6,19862.0,26,89,9.89,9.82,13.09,9.91,3.3,韓國,-0.059982,-2.39234,2,,,,,,
2025-02-20,星期四,下午1:50,下午班機,TSA,下午5:25,下午抵達,GMP,易斯達航空,6,直達航班。,Non-stop,2 小時 35 分鐘,155,No,1,Boeing 737,0,ZE 888,經濟艙,0,6129,3000,6400.0,354436.95,6250.0,14,90,8.72,8.01,12.78,8.76,2.71,韓國,-0.059982,-2.39234,1,,,,,,
2025-02-20,星期四,上午10:50,上午班機,TPE,中午12:50,下午抵達,HKG,Greater Bay Airlines,6,直達航班。,Non-stop,2 小時,120,No,1,Boeing 737,0,HB 703,經濟艙,0,2408,2202,2311.0,20940.26,2338.0,33,89,7.79,7.7,9.95,7.75,3.53,香港,0.6313249,-0.229905,6,,,,,,
2025-02-20,星期四,上午10:50,上午班機,TPE,中午12:55,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A321neo,0,CI 909,經濟艙,0,3949,3776,3961.0,13457.08,3991.25,75,89,8.28,8.24,9.51,8.28,4.33,香港,0.6313249,-0.229905,6,,,,,,
2025-02-20,星期四,上午10:45,上午班機,TPE,下午1:00,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,135,No,1,Boeing 777,1,CX 489,經濟艙,0,4485,4353,4522.0,5080.98,4510.75,75,89,8.41,8.38,8.53,8.42,4.33,香港,0.6313249,-0.229905,6,4359.008926201974,3949.828475263469,4419.1914,0.03363987669412542,0.12435216421582464,0.020297864822923017
2025-02-20,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,120,No,1,Airbus A321neo,0,CX 469,經濟艙,0,4485,4353,4522.0,5080.98,4509.25,75,89,8.41,8.38,8.53,8.42,4.33,香港,0.6313249,-0.229905,6,4377.355264032353,4463.736799655122,4630.0186,0.02924981670292105,0.010093297187975381,-0.02678240387813938
2025-02-20,星期四,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,120,No,1,Boeing 777,1,BR 867,經濟艙,0,4059,3813,4064.0,17801.97,4004.25,58,89,8.31,8.25,9.79,8.31,4.08,香港,0.6313249,-0.229905,6,,,,,,
2025-02-20,星期四,上午11:55,上午班機,TPE,下午1:55,下午抵達,HKG,香港航空,6,直達航班。,Non-stop,2 小時,120,No,1,Airbus A330,1,HX 253,經濟艙,0,3069,1955,2774.0,11039283.31,2640.5,28,89,8.03,7.58,16.22,7.93,3.37,香港,0.6313249,-0.229905,6,,,,,,
2025-02-20,星期四,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,120,No,1,Airbus A321neo,0,CI 915,經濟艙,0,3920,3776,3933.0,6869.42,3884.75,75,89,8.27,8.24,8.83,8.28,4.33,香港,0.6313249,-0.229905,18,,,,,,
2025-02-20,星期四,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A321neo,0,CI 919,經濟艙,0,3920,3776,3933.0,6869.42,3858.0,75,89,8.27,8.24,8.83,8.28,4.33,香港,0.6313249,-0.229905,18,,,,,,
2025-02-20,星期四,下午2:30,下午班機,TPE,下午4:30,下午抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,120,No,1,Airbus A321neo,0,CI 915,商務艙,0,14253,13354,13942.0,717124.89,14635.5,91,87,9.56,9.5,13.48,9.54,4.52,香港,0.6313249,-0.229905,18,13252.656916775908,14046.411234330231,13283.349,0.09448553744143295,0.040250675799922704,0.0923884641582112
2025-02-20,星期四,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A330,1,CX 495,經濟艙,0,4485,4353,4522.0,5080.98,4542.5,75,89,8.41,8.38,8.53,8.42,4.33,香港,0.6313249,-0.229905,18,,,,,,
2025-02-20,星期四,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A330,1,CX 443,經濟艙,0,4485,4353,4522.0,5080.98,4498.5,75,89,8.41,8.38,8.53,8.42,4.33,香港,0.6313249,-0.229905,18,,,,,,
2025-02-20,星期四,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A321neo,0,CX 421,經濟艙,0,4544,4353,4522.0,72873.07,4387.0,75,89,8.42,8.38,11.2,8.42,4.33,香港,0.6313249,-0.229905,18,4421.335783416628,4110.257930523526,4279.4873,-0.00782671151507366,0.06308230441679374,0.02450711085308867
2025-02-20,星期四,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A330,1,CX 461,經濟艙,0,4479,4353,4525.0,5656.57,4464.0,75,77,8.41,8.38,8.64,8.42,4.33,香港,0.6313249,-0.229905,18,,,,,,
2025-02-20,星期四,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,125,No,1,Airbus A321neo,0,CX 421,商務艙,0,18604,14278,15766.0,19010571.95,19910.75,91,85,9.83,9.57,16.76,9.67,4.52,香港,0.6313249,-0.229905,18,,,,,,
