出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,是否過夜,機型,機型分類,航班代碼,艙等,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,筆數
2025/3/16,週日,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,6158,5699,6146,494652.59,6138,27,89
2025/3/16,週日,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期一, 3月 17)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A321,0,VZ 565,經濟艙,4305,3071,4132,1233851.14,4089.5,1,91
2025/3/16,週日,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4191,3371,4133,169043.93,4152,1,91
2025/3/16,週日,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,4116,3071,4132,149133.49,3994.25,1,91
2025/3/16,週日,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3451,3071,3701,113565.11,3701.5,1,91
2025/3/17,週一,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,6003,5536,5977,160864.81,6121,37,91
2025/3/17,週一,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,6283,5536,6024,500471.62,6473,37,91
2025/3/17,週一,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,經濟艙,5845,5536,5900,29942.96,5790.5,37,91
2025/3/17,週一,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期二, 3月 18)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5833,5499,5860,32445.26,5747.5,74,91
2025/3/17,週一,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,5931,5536,5908,128665.39,5901.75,37,91
2025/3/17,週一,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5920,5420,5648,433744.11,6029.25,84,91
2025/3/17,週一,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,7541,5420,5951,10148616.4,5844.75,84,91
2025/3/17,週一,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,6831,5202,6140,4911566.38,6231.75,84,91
2025/3/17,週一,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期二, 3月 18)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5213,4931,5139,30994.48,5130.5,84,91
2025/3/17,週一,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,7152,5066,5912,5266290.39,6087.25,83,91
2025/3/17,週一,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5788,5056,5405,1379428.12,6626.25,74,91
2025/3/17,週一,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5940,5693,6089,46541.43,5917.5,27,91
2025/3/17,週一,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5940,5693,6089,46541.43,5806.5,27,91
2025/3/17,週一,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期二, 3月 18)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A321,0,VZ 565,經濟艙,3868,3071,4131,129112.09,4024,1,91
2025/3/17,週一,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4168,3371,4132,79037.14,4259.5,8,91
2025/3/17,週一,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3965,3371,4131,94371.33,3916.25,1,91
2025/3/18,週二,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,6052,5499,5860,330321.49,6190.25,75,91
2025/3/18,週二,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,經濟艙,5969,5536,5977,133923.85,5873.75,38,91
2025/3/18,週二,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期三, 3月 19)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5835,5499,5860,33017.5,5865,75,91
2025/3/18,週二,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,5917,5536,5952,113220.25,6049.75,38,91
2025/3/18,週二,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,經濟艙,6023,5536,5986,116670.16,6102,38,91
2025/3/18,週二,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6355,5420,5801,2623405.47,6548.75,85,91
2025/3/18,週二,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6086,5520,5965,228593.62,6716.75,50,91
2025/3/18,週二,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5521,5202,5559,52278.81,5560,85,91
2025/3/18,週二,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期三, 3月 19)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5417,4931,5341,229665.5,5511,85,91
2025/3/18,週二,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,5979,5066,5598,936108.03,5870,84,91
2025/3/18,週二,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5422,5056,5132,182465.59,5351.75,75,91
2025/3/18,週二,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5936,5693,6089,46856.15,6025.75,28,91
2025/3/18,週二,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5936,5693,6089,46856.15,6040.5,28,91
2025/3/18,週二,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期三, 3月 19)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A321,0,VZ 565,經濟艙,3863,3071,3372,2105847.88,3994.5,9,91
2025/3/18,週二,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4069,3371,4132,77355.77,3962,7,91
2025/3/19,週三,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,6804,5615,6598,1837101.84,5937,31,91
2025/3/19,週三,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,5838,5499,5862,33571.2,5648.25,76,91
2025/3/19,週三,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,經濟艙,5873,5536,5952,47499.33,5851,39,91
2025/3/19,週三,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,7221,5898,7043,644758.65,7441.25,68,91
2025/3/19,週三,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6027,5420,5899,334861.46,6143.5,86,91
2025/3/19,週三,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6095,5461,5965,292214.03,6326.5,85,91
2025/3/19,週三,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5515,5202,5644,37376.53,5432.5,86,91
2025/3/19,週三,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期四, 3月 20)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5368,4931,5336,229581.12,5198.5,86,91
2025/3/19,週三,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A330-900neo,1,JX 741,經濟艙,7695,5402,7093,3043789.94,6664.5,24,91
2025/3/19,週三,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5665,5066,5478,213714.04,5436.5,86,91
2025/3/19,週三,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5932,5693,6089,47141.59,6027.5,29,91
2025/3/19,週三,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5932,5693,6089,47141.59,6030,29,91
2025/3/19,週三,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期四, 3月 20)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3580,2772,3701,125479.84,3619.5,45,91
2025/3/19,週三,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4869,3071,4643,666615.04,4476.25,1,91
2025/3/19,週三,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3720,2773,3703,204629.25,3387,17,91
2025/3/19,週三,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3364,3071,3371,85354.83,3461.75,2,91
2025/3/20,週四,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,6215,5536,6018,345447.21,5802,40,91
2025/3/20,週四,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,5840,5499,5863,33825.63,5787.5,77,91
2025/3/20,週四,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,經濟艙,7565,5592,7105,1246466.8,6629.25,28,91
2025/3/20,週四,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期五, 3月 21)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5840,5499,5863,33825.63,5910.25,77,91
2025/3/20,週四,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,6915,5592,7005,960121.56,6993,28,91
2025/3/20,週四,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,經濟艙,7107,5615,7050,718071.97,7156.5,31,91
2025/3/20,週四,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5828,5420,5892,141576.48,5849.25,87,91
2025/3/20,週四,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6201,5420,5938,782322.06,7824.25,87,91
2025/3/20,週四,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,6368,5202,5645,6477199.53,7413.5,87,91
2025/3/20,週四,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期五, 3月 21)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,6034,4931,5380,1446423.14,6121.25,87,91
2025/3/20,週四,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,7351,5372,7091,2711215.5,7520,74,91
2025/3/20,週四,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A330-900neo,1,JX 745,經濟艙,5854,5056,5602,489870.95,5682,77,91
2025/3/20,週四,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5928,5693,6089,47393.68,6025.25,30,91
2025/3/20,週四,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5928,5693,6089,47393.68,5800.5,30,91
2025/3/20,週四,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期五, 3月 21)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3761,2773,3701,1188378.81,3379.5,20,91
2025/3/20,週四,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4998,3701,5232,520768.7,4554.25,1,91
2025/3/21,週五,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,7557,5499,6019.5,15069966.34,5881.25,78,90
2025/3/21,週五,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,經濟艙,7290,5536,7043,3207005.34,6956.75,41,91
2025/3/21,週五,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,7590,5898,7814,1081669.52,7076.25,70,91
2025/3/21,週五,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6695,5420,6470,2515486.09,6908.75,88,91
2025/3/21,週五,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,7882,5499,6403,10604904.68,6325.25,77,91
2025/3/21,週五,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5930,5202,5645,1896240.44,5377,88,91
2025/3/21,週五,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期六, 3月 22)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,6049,4931,5341,4580241.29,7203,88,91
2025/3/21,週五,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,8819,5908,7935,5456138.98,6853.75,58,91
2025/3/21,週五,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,6169,5066,5602,1584291.18,6254.75,88,91
2025/3/21,週五,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5924,5693,6089,47605.16,5931.25,31,91
2025/3/21,週五,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5924,5693,6089,47605.16,5802.75,31,91
2025/3/21,週五,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期六, 3月 22)",凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3372,3371,3372,0.39,3371.75,75,50
2025/3/21,週五,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4400,3073,4642,291708.73,4154.75,19,91
2025/3/21,週五,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3862,3071,3372,686234.66,4375.25,6,91
2025/3/21,週五,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,6,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3591,3073,3701,100423.47,3727.25,22,91
2025/1/30,週四,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,商務艙,30277,29232,29819,656726.19,30381.5,85,83
2025/1/30,週四,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,商務艙,22188,19002,21365,5313394.85,20732.5,85,91
2025/1/30,週四,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,商務艙,24556,21178,24863,4473622.82,24995.5,26,85
2025/1/30,週四,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期五, 1月 31)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,商務艙,21000,19002,21360,1127300.84,21267.75,85,91
2025/1/30,週四,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,商務艙,24108,21166,24860,7274835.71,23067.75,37,91
2025/1/30,週四,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,商務艙,27932,21369,29813,10986673.93,29335.75,7,91
2025/1/30,週四,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,商務艙,30199,25234,31502,8965009.64,28380,85,91
2025/1/30,週四,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,商務艙,28676,23000,31498,13865487.3,28176.75,6,91
2025/1/30,週四,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,商務艙,26677,21769,25262,11452245.3,27940.25,89,91
2025/1/30,週四,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期五, 1月 31)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,商務艙,25310,21766,25260,15292589.13,23953.25,85,91
2025/1/30,週四,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,商務艙,32561,32002,32014,749112.54,32486.75,85,90
2025/1/30,週四,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A330-900neo,1,JX 745,商務艙,30081,25697,32013,13224627.65,30910.75,85,91
2025/1/30,週四,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,商務艙,20678,16678,21345,2320908.13,20413.75,7,91
2025/1/30,週四,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,商務艙,19280,16655,18999,4078610.6,20171.5,64,70
2025/1/31,週五,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,商務艙,21900,19002,21370,4228807.27,22242.75,86,91
2025/1/31,週五,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,商務艙,30305,29232,29821,708896.86,30554.75,86,67
2025/1/31,週五,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,商務艙,30467,29234,30505,758078.53,30239.5,85,48
2025/1/31,週五,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,商務艙,25265,24603,24635,1471714.29,26796.5,86,91
2025/1/31,週五,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,商務艙,23891,18459,24632,5678878.45,23474.5,86,91
2025/1/31,週五,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,商務艙,24339,17376,23685,3312080.65,23686.5,88,85
2025/1/31,週五,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期六, 2月 1)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,商務艙,22941,17102,23065,16120576.56,22760,86,91
2025/1/31,週五,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,商務艙,23793,22741,23193,1675541.56,24333.5,71,91
2025/1/31,週五,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,5,直達航班。,Non-stop,4 小時,No,Airbus A330-900neo,1,JX 745,商務艙,25942,25697,25709,125716.21,26471.5,86,91
2025/1/31,週五,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,商務艙,17875,16655,17611,829061.43,18056,51,91
2025/1/31,週五,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A350,1,TG 635,商務艙,16699,16605,16668,26435.46,16671.75,86,91
2025/2/1,週六,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,商務艙,24152,19002,24863,10850799.96,24183.75,87,91
2025/2/1,週六,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,商務艙,21303,19002,21360,2284145.17,21376.75,87,91
2025/2/1,週六,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,商務艙,21188,19002,21361,1304013.91,21313.5,87,88
2025/2/1,週六,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期日, 2月 2)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,商務艙,20975,19002,21360,712802.37,20779.5,87,91
2025/2/1,週六,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,商務艙,23957,21170,24859,5608054.6,22250.5,36,91
2025/2/1,週六,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,商務艙,28089,21370,29813,8979996.87,28004.25,23,85
